id, name, release date, type, group, [contributing artist ids]
5xgu8wiXjLzHDuCtuQaQQj,Bewakoofiyaan,2013-09-13,Album,Single,[72578usTM6Cj5qWsi471Nc,7qHsapL39aTQsPhixtzVvy,3dN9MQpjIyNxyeRfz4EDZe]
1EOa9HdKxsWzksOew0jvSe,Kote (Original Motion Picture Soundtrack),2011-01-11,Album,Single,[72578usTM6Cj5qWsi471Nc]
4mGSTT6nEq0P1wNJPZWZhj,Just Maath Maathali (Original Motion Picture Soundtrack),2010-01-05,Album,Single,[72578usTM6Cj5qWsi471Nc]
6MoLzqdqFdDKG6OuLaktRS,Love For The Summer (feat. Loren Gray),2020-10-30,Album,Single,[4rK6HLvoZhLFUTcUhG9WfC,3MbrazQE12UdSdFunXcft1]
5D3DPkdMjst8RNJi9LmWm7,Long Run (feat. Nina Nesbitt),2020-07-10,Album,Single,[4rK6HLvoZhLFUTcUhG9WfC,7AzjETXRUKNRSJHMW9GIqd]
3lwUZglUTP13TlCqDVpTEs,Kiska Rasta Dekhe (The Unwind Mix),2022-10-11,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
73S8O640zcwF9clUYzVtke,Kesariya (Dance Mix) [From "Brahmastra"],2022-10-03,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh,2UwDJeoMqYers5Jmm75zm2,4YRxDV8wJFPHPTeXepOstw]
7wv7EItxRUCDZZQVeBJnhq,Dream Catcher,2022-07-15,Album,Single,[4OFJbe1HHVcpnw480py1uN,6iv4lysB1yHXoZJ2gfqTdh]
1C5nKPilWaicRMMRDH6yoQ,Phad Mera Hath,2022-07-14,Album,Single,[0le3G5nxaIL8ecHpBA6LPW,6iv4lysB1yHXoZJ2gfqTdh,6W4D2fiAamwzg9RMOvAS16]
7buaGlJBjPgpTVsfyvjvU0,Janina Bhalolaga (From "Kishmish") - Single,2022-04-23,Album,Single,[3tPQOjkxO3mrYrrgkTeXgH,6iv4lysB1yHXoZJ2gfqTdh,4JzvSHR4P9H4vKixH7gyQA]
4r8ZB3qBTlnrEJAm8qbdLc,Janina Bhalolaga - Kishmish,2022-04-22,Album,Single,[3tPQOjkxO3mrYrrgkTeXgH,6iv4lysB1yHXoZJ2gfqTdh,4JzvSHR4P9H4vKixH7gyQA]
0CYZF1aZl2806nCE4pAiGx,Bura Na Mano Yaara,2022-03-07,Album,Single,[3tPQOjkxO3mrYrrgkTeXgH,6iv4lysB1yHXoZJ2gfqTdh,1pjDnQK4lN75yaCU4ikNz1]
5baxcVeHZp9G6zB67bSSnz,Fitoor Tha - Lofi,2022-02-24,Album,Single,[6ohaQzKaXrobAL8paLSaxq,3tPQOjkxO3mrYrrgkTeXgH,6iv4lysB1yHXoZJ2gfqTdh]
6bhCKu0euhTKm66L2pZWB3,Need To Know Now,2021-12-27,Album,Single,[6ohaQzKaXrobAL8paLSaxq,6iv4lysB1yHXoZJ2gfqTdh,3tPQOjkxO3mrYrrgkTeXgH]
5tw5OE5B41NhQZ1rhYlq5e,Jannat,2021-12-20,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
6MlydpOK2jXQQ5YJSvRq3j,Paau Kahaa,2021-11-01,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
06NBnxzFt5XuCod2htNUop,Ho Khatam Kabhi Na,2021-08-31,Album,Single,[7DLO6WAHuNkEY7GE8VSorJ,6iv4lysB1yHXoZJ2gfqTdh]
5CdWQTwKgglkjPME7dPltC,Khud Ko Hi Paake (Reprise),2021-07-15,Album,Single,[3tPQOjkxO3mrYrrgkTeXgH,6iv4lysB1yHXoZJ2gfqTdh]
1KQEkqGKhoTwlwFFIUk8BQ,Mahamrutyunjay Mantra 108 Times,2021-05-24,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
1FTuBRM0HearRbwvcshV7o,Mawaali Dil,2021-05-10,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh,3tPQOjkxO3mrYrrgkTeXgH]
2NFsiVrygZW7P6sogDvrXb,Maha Mrityunjay Mantra,2021-05-03,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
6dNZejp4UVrkI1kiPPrc5J,Meherma,2021-04-08,Album,Single,[00sCATpEvwH48ays7PlQFU,6iv4lysB1yHXoZJ2gfqTdh,4u3Da1oOLaZawlwHqhDV9e]
69Di2gZiy1HIdXgJFHIvKH,Mawaali Dil,2020-12-22,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
01wdWEiTkcSFKD8hfcdapQ,Albela,2020-08-05,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
1FqNxer6aIW2mQfruwQUVF,Yun Kyun,2020-07-16,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
1c52WdO205tZh7OjrWnLI1,Aage Ki Soch,2020-04-10,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh,00sCATpEvwH48ays7PlQFU,5IRSf4S62R0kCxuSyycXJd]
4ZYQscKDvmTPD6Yc2WSUC4,Na Ja Tu,2020-01-11,Album,Single,[1OPqAyxsQc8mcRmoNBAnVk,6iv4lysB1yHXoZJ2gfqTdh,4f7KfxeHq9BiylGmyXepGt]
15Y08ofjuAwIKWB2awbfCX,Pink Gulaabi Sky (From "The Sky Is Pink"),2019-10-01,Album,Single,[1wRPtKGflJrBx9BmLsSwlU,6iv4lysB1yHXoZJ2gfqTdh,00sCATpEvwH48ays7PlQFU]
7kdNnJBAWPSK0ZKIjm4w8a,Trippy Lage (From "Password"),2019-09-21,Album,Single,[6RxugUKvc7v3AOJduXiGua,3tPQOjkxO3mrYrrgkTeXgH,6iv4lysB1yHXoZJ2gfqTdh]
6dLuqI1v1PcvbtM9jdbzxW,Tui Chara (From "Love Story") - Single,2019-09-11,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh,6RxugUKvc7v3AOJduXiGua]
1t42Ozkb4ssA75YFN7K882,Aa Dekhen Zara - Single,2018-07-11,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh,3tPQOjkxO3mrYrrgkTeXgH]
7o5cd0C9Hv6K2CfO4K62Jo,Ruby Ruby (From "Sanju"),2018-06-20,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh,2TmWCKfrFiN6j5eBcIA13p,1mYsTxnqsietFxj1OgoGbG]
3SoADV58onsgRalrKRb8rE,Kyun,2017-08-01,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
1JOwWrsZ0Z2prWJPruvIWE,Mata Saraswati,2015-10-22,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
4Ljpw2h1Oos2zbfSs469Uz,A Friend in Need Is a Friend Indeed,2014-12-23,Album,Single,[6iv4lysB1yHXoZJ2gfqTdh]
7ouN1RiK4NRenRCnrGkA1Z,Vaaqif,2018-01-29,Album,Album,[7b6Ui7JVaBDEfZB9k6nHL0]
4U2xdJPJfGo2HofVpSynwO,Aalas Ka Pedh,2015-09-25,Album,Album,[7b6Ui7JVaBDEfZB9k6nHL0]
4h2iIuufUrUU5NJd0mO9rX,Aaftaab - Single,2017-11-14,Album,Single,[7b6Ui7JVaBDEfZB9k6nHL0]
4QR4L5zBpZFtMC7Onjvemw,Khudi - Single,2017-06-10,Album,Single,[7b6Ui7JVaBDEfZB9k6nHL0]
1FVcvXZFraZMM0S5DuxJxD,Magical Monsoon With Vishal Mishra,2022-06-13,Album,Album,[5wJ1H6ud777odtZl5gG507]
4eCgAQYbzeiqBvi1uNe3qO,Saand Ki Aankh,2019-10-15,Album,Album,[5wJ1H6ud777odtZl5gG507]
0gjT4tj8ccvbUC0iQM31pi,F.U. (Friendship Unlimited),2017-04-28,Album,Album,[5wJ1H6ud777odtZl5gG507,2V2Q2eaEUmWaLG1LHvJuBN]
3JW8GMNXEnacoJD6FifcgE,The Dream Job (Original Motion Picture Soundtrack),2017-03-27,Album,Album,[2cBebXLNOuxCCA5Y6e1IQI,5wJ1H6ud777odtZl5gG507,2igG7BW4IP8Q3imD7BlSmb]
5psgRkhvbqJKeIyW0Pvckb,Spruha,2017-03-03,Album,Album,[5wJ1H6ud777odtZl5gG507]
3P7jclukSimg2EEQnhGRAN,Bhikari,2015,Album,Album,[4w7HxWKaxingGuRIsOtdsp,5wJ1H6ud777odtZl5gG507]
7w3LRjzbuv5e3gOfh3iXQd,Sun Aye Mili (From "Mili"),2022-10-22,Album,Single,[1mYsTxnqsietFxj1OgoGbG,5wJ1H6ud777odtZl5gG507]
3VUe1eblSK15aARX3saAo2,Sun Bhi Le (Lofi) - Single,2022-10-21,Album,Single,[4YRxDV8wJFPHPTeXepOstw,5wJ1H6ud777odtZl5gG507]
3vzdDUv7uCCss1swFktPtc,Sun Bhi Le - Lofi,2022-10-20,Album,Single,[4YRxDV8wJFPHPTeXepOstw,5wJ1H6ud777odtZl5gG507,2DFCHTDIA0t638a4mm37dK]
0dwotAl4sNVotuuWe75xRF,Gulabi - Lofi,2022-10-06,Album,Single,[0oOet2f43PA68X5RxKobEy,5wJ1H6ud777odtZl5gG507,2DFCHTDIA0t638a4mm37dK]
0NRuWV16FP4TkgIW4YzKAm,Andekhe Rang (From "Nazar Andaaz"),2022-10-04,Album,Single,[5wJ1H6ud777odtZl5gG507,2DFCHTDIA0t638a4mm37dK]
7ncmNoXIG7YwwASldMMtNW,Lootere Aa Gaye (From "Nazar Andaaz"),2022-09-27,Album,Single,[5wJ1H6ud777odtZl5gG507,6WOdPJmexxFINcKMkP2jMG,2DFCHTDIA0t638a4mm37dK]
2Uy2JxwpkLsWxKu8nGue95,Bharosa,2022-09-14,Album,Single,[5wJ1H6ud777odtZl5gG507,0PSwUlsuLrXzPlWIMW8wFZ,2ZbZdSpizGtV1e5lmfWbBg]
0BbYJnzaxZyYwm57giaJfv,Runjhun (feat. Hina Khan,Shaheer Sheikh),2022-08-25,Album,Single,[5wJ1H6ud777odtZl5gG507,0RVfcqug2nB820dxIGycIW,5r2baeTwcCJnuIsDIlxUJo]
16uT3kglj6b7BqItTWJkkh,Gori Nache Na Aiha Pandittane Me,2022-08-09,Album,Single,[5wJ1H6ud777odtZl5gG507,5F79vPhp3RNBjKqKizvxgq]
3Hfm9m7781QcHnYnHvNoh3,Khuda Haafiz - Chapter 2 Agni Pariksha (Original Motion Picture Soundtrack),2022-06-29,Album,Single,[09UmIX92EUH9hAK4bxvHx6,5wJ1H6ud777odtZl5gG507,6KZ6c43Dnjm6STHZ6avQU1]
2O48KBLWiZRB9Ouj63AfHC,Darbadar (From "Ittu Si Baat") - Single,2022-06-14,Album,Single,[1tqysapcCh1lWEAc9dIFpa,5wJ1H6ud777odtZl5gG507]
7imEgrEcW7thsSRRhRB7Ds,Ittu Si Baat (Original Motion Picture Soundtrack),2022-06-14,Album,Single,[5wJ1H6ud777odtZl5gG507]
5oQsGpxY1UB8IWWARDwpvO,Darbadar (From "Ittu Si Baat"),2022-06-13,Album,Single,[1tqysapcCh1lWEAc9dIFpa,5wJ1H6ud777odtZl5gG507,2DFCHTDIA0t638a4mm37dK]
796tRToNYqrmKbciUmkRs5,Ittu Si Baat,2022-06-13,Album,Single,[5wJ1H6ud777odtZl5gG507]
6V71oq7IVLuhZ4BBhR9Kbc,17 Lakh Da Gajra (From "Ittu Si Baat") - Single,2022-06-10,Album,Single,[0NZtn1Kyq08alpHCTRf3dv,1sVmXkzX2ukc6QvasrDBES,5wJ1H6ud777odtZl5gG507]
4Vrj6d3TIwQTSbSQs0DVIy,Sun Bhi Le (From "Ittu Si Baat") - Single,2022-06-07,Album,Single,[4YRxDV8wJFPHPTeXepOstw,5wJ1H6ud777odtZl5gG507]
3KdGkT6ZiG1tDuRf7uWj70,Sun Bhi Le (From "Ittu Si Baat"),2022-06-06,Album,Single,[4YRxDV8wJFPHPTeXepOstw,5wJ1H6ud777odtZl5gG507,2DFCHTDIA0t638a4mm37dK]
1d94q8jdCk90jgg6y2aF1B,Gulabi (From "Ittu Si Baat") - Single,2022-05-27,Album,Single,[5wJ1H6ud777odtZl5gG507,0oOet2f43PA68X5RxKobEy]
5upk8tRs7OJhMnZ6nrn9OC,Gulabi (From "Ittu Si Baat"),2022-05-26,Album,Single,[5wJ1H6ud777odtZl5gG507,0oOet2f43PA68X5RxKobEy]
7riBTwUrAEHqFUpmNHb3ge,Never Kiss Your Best Friend (Music From The Original Web Series),2022-05-09,Album,Single,[5wJ1H6ud777odtZl5gG507,4RlnRVxKm3jnUzOP4czbIK]
58mvawIzjJ0ShcAzs2ED10,Phir Se (From "Never Kiss Your Best Friend Season 2"),2022-04-26,Album,Single,[5wJ1H6ud777odtZl5gG507]
7iSIGo1gaG8XXYc1GJ94Te,Yeh Kyun Kiya (From "Operation Romeo") - Single,2022-04-19,Album,Single,[5wJ1H6ud777odtZl5gG507,5YewttB9YNwpp5u3SGrRER]
6Rs41b5mMRzlF9af6ESxP2,Yeh Kyun Kiya - Operation Romeo,2022-04-18,Album,Single,[5wJ1H6ud777odtZl5gG507,5YewttB9YNwpp5u3SGrRER,4cAERazLlAzVGA10ORWaUP]
2c7ht8Nh2TEeyy2W1CyOGT,Tere Bin Jeena Kya (From "Operation Romeo") - Single,2022-04-12,Album,Single,[5wJ1H6ud777odtZl5gG507,7HZYlujZn3Mx7X4MarscwN,5YewttB9YNwpp5u3SGrRER]
1OSL2QFl9A5IDdr31WMqOe,Kya Kar Diya,2022-03-24,Album,Single,[5wJ1H6ud777odtZl5gG507]
0WefeSwuTTXFrDgsXT52xA,DILDAAR,2022-03-21,Album,Single,[1zERD0GCjQIzwmwAa0wCIJ,5wJ1H6ud777odtZl5gG507]
7pU1L0synNArSj8AO4fi50,Jawani Tohar Dagab Chimta Se,2022-03-01,Album,Single,[5wJ1H6ud777odtZl5gG507,7x9cEcM6wrrW6uef42hCzF]
5HSoFJF2fd0FXHMr1ZriJ0,Pyaar Ho Jayega (Blind Love Mix),2022-02-11,Album,Single,[5wJ1H6ud777odtZl5gG507,1por5kXIv8KZA4WsyNUGEj]
5YwgALIG5X20WkjnLpr1L8,Raja Aila Biyarwa Mar Ke,2022-02-11,Album,Single,[5wJ1H6ud777odtZl5gG507]
2NC9xIGcfxhuRyAsjM5TVi,TU ITNA JARURI KAISE HUA,2022-01-04,Album,Single,[5wJ1H6ud777odtZl5gG507]
7o05hfkIj6A8QBWFFAnyEI,Ranjish Hi Sahi,2021-12-31,Album,Single,[5wJ1H6ud777odtZl5gG507]
2iEzjiG88cFTktTVcTLyze,CHALE BHI JAO,2021-12-08,Album,Single,[5wJ1H6ud777odtZl5gG507,2ZbZdSpizGtV1e5lmfWbBg]
1RVA2yOhm1llbZRb5OSczi,Tumse Pyaar Hai (SUBDUE MIX),2021-11-18,Album,Single,[5wJ1H6ud777odtZl5gG507,2kObkFKhEbrHb7cnSfrRw1]
1i4dE3ZSEKUVNA85Lr5nbA,Naacho Naacho (From "Rrr"),2021-11-10,Album,Single,[5wJ1H6ud777odtZl5gG507,1H4ZvA2yyK7wCmbvEUWvPn,12l1SqSNsg2mI2IcXpPWjR]
3ayFpIlj6qAsSlGG1Agjqu,CHHATHI MAIYA BULAYE,2021-11-06,Album,Single,[5wJ1H6ud777odtZl5gG507,2ZbZdSpizGtV1e5lmfWbBg]
7m8kXjUlFDsV01vSgQnwCf,Heartthrob Vishal,2021-10-22,Album,Single,[5wJ1H6ud777odtZl5gG507]
06J7zmSRLCwQqN00GXTSQC,Aaj Bhi (WORMONO LoFi Remake),2021-09-27,Album,Single,[5wJ1H6ud777odtZl5gG507,5osbiefpwljgv3pRQNmbFO]
5L0lprDwk5ux27ZfR7vovE,Pyaar Ho Jayega,2021-09-15,Album,Single,[5wJ1H6ud777odtZl5gG507]
0ditsS1OwGPLlYMkWa7hrh,Heart Break Songs by Vishal Mishra,2021-08-31,Album,Single,[5wJ1H6ud777odtZl5gG507]
5TkH6ULLDH8LBd7Iub4oAs,Heartbeat Songs by Vishal Mishra,2021-08-31,Album,Single,[5wJ1H6ud777odtZl5gG507]
6rLrrGcm5pAtRwF8urzAnc,Love Songs by Vishal Mishra,2021-08-31,Album,Single,[5wJ1H6ud777odtZl5gG507]
43AgbpeFQoLuJLmnWjgcJl,Vande Mataram,2021-08-10,Album,Single,[3fRSA5zbD43VMmgwW84rOo,5wJ1H6ud777odtZl5gG507]
6NvR6ApT4TWODROHzF8ULh,Tumse Pyaar Hai,2021-08-05,Album,Single,[5wJ1H6ud777odtZl5gG507]
2zOeXFKKNw8e7Cwvh7jjfK,Bhola Hamar Khala Gola,2021-07-22,Album,Single,[5wJ1H6ud777odtZl5gG507]
18JL1eo0OeaX8k8NZ55xPx,Zyada Vadia,2021-07-01,Album,Single,[0PSwUlsuLrXzPlWIMW8wFZ,5wJ1H6ud777odtZl5gG507]
1a9yfMwwtq0SXmV6kGCrgx,Tu Bhi Sataya Jayega,2021-04-27,Album,Single,[5wJ1H6ud777odtZl5gG507]
3PFGSSPq9OZKWDqTh2YB0Z,Aaj Bhi (Instrumental Version),2021-03-11,Album,Single,[2Qo0AKf3TgvAk5dhhsjmjV,5wJ1H6ud777odtZl5gG507]
3CZyGdbN0QayoK0TwQuVUx,Time To Dance Title Track (From "Time To Dance"),2021-03-11,Album,Single,[5wJ1H6ud777odtZl5gG507,3ZxZ03fj3tXBZHZWzvaLSM]
6En4cLy7TuFs08uBDgh5Fk,Aaye Haaye (From "Time To Dance"),2021-02-27,Album,Single,[7hVmdlsJp0E2WQIvVl8ngN,4iW4xSfMEIvrXM0Iu3aFDY,5wJ1H6ud777odtZl5gG507]
5DWCjpV1eci162NVRpdwnZ,Munasib (From "Bamfaad"),2021-02-25,Album,Single,[5wJ1H6ud777odtZl5gG507,1ridYH2wSODrdMAwCRLRHY]
5ESsXIb0g4ICE7UhawnFmq,Jannayak,2021-01-22,Album,Single,[5wJ1H6ud777odtZl5gG507,2ZbZdSpizGtV1e5lmfWbBg]
4IDEp7wBhsIv6VA88E9Rtp,Woh Chaand Kahan Se Laogi,2020-11-26,Album,Single,[5wJ1H6ud777odtZl5gG507]
47CffB83KDtyyy0fL06KjK,Humko Tum Mil Gaye,2020-09-15,Album,Single,[3nFgnEel499wKuPnnSlPs3,5wJ1H6ud777odtZl5gG507]
5copEF6Xj3xBRmubFMgHzB,Jaan Ban Gaye (From "Khuda Haafiz"),2020-07-29,Album,Single,[09UmIX92EUH9hAK4bxvHx6,5wJ1H6ud777odtZl5gG507,1sVmXkzX2ukc6QvasrDBES]
1l2tJyTMWNLyTT5pllJUwC,Haq Hai Humara,2020-07-09,Album,Single,[5wJ1H6ud777odtZl5gG507]
3HJyn2IqFeTrjbJcKD9zTx,Kithe,2020-07-01,Album,Single,[5wJ1H6ud777odtZl5gG507]
4QLmZlNuFgaEk16wi4CzEd,Ishq Ka Itar (From "Bamfaad"),2020-04-29,Album,Single,[5wJ1H6ud777odtZl5gG507]
3as4qwv7QY6UvDBEzbZfeF,Aaj Bhi,2020-04-09,Album,Single,[5wJ1H6ud777odtZl5gG507]
1OAkhV9iwXTTifaovNoEFc,Muskurayega India - Single,2020-04-06,Album,Single,[5wJ1H6ud777odtZl5gG507]
1N9rGbn2M9lzU6YcJ6081E,Manjha,2020-03-17,Album,Single,[5wJ1H6ud777odtZl5gG507]
1IsWEdz5RlTlG4uBGUUYMI,Dil Ko Tujhpe Pyaar (From "Never Kiss Your Best Friend"),2020-02-07,Album,Single,[5wJ1H6ud777odtZl5gG507]
1wzxlCGiJEQfLaUc1xr9QA,Jee Na Paunga (From "Never Kiss your Best Friend"),2020-01-18,Album,Single,[5wJ1H6ud777odtZl5gG507]
0JlFH1K4Wbu8zvU7s7YMHb,Kaise Hua Remix,2020-01-08,Album,Single,[5wJ1H6ud777odtZl5gG507,4srIcT9v0Zr93Vx3JDQe7U]
6tGLwHTjbzSFrvctrXahXy,Muskurayega India,2020,Album,Single,[5wJ1H6ud777odtZl5gG507]
7hbOgoMIr7GLsmqh3RQfPt,Teri Hogaiyaan (From "Broken But Beautiful Season 2"),2019-11-20,Album,Single,[5wJ1H6ud777odtZl5gG507]
68KxTPyWnyn4UaGhnwKeej,Womaniya (From "Saand Ki Aankh"),2019-10-03,Album,Single,[6CXEwIaXYfVJ84biCxqc9k,5wJ1H6ud777odtZl5gG507]
4nzDVAAHMOF1X1doutRmuj,Udta Teetar (From "Saand Ki Aankh"),2019-09-28,Album,Single,[5wJ1H6ud777odtZl5gG507,3eDT9fwXKuHWFvgZaaYC5v,7ezZ4ix4QBrKkvxanGClFB]
0e5QqE3bfmgKoxTrlZ7qdP,Takda Rava - Single,2019-08-29,Album,Single,[5wJ1H6ud777odtZl5gG507]
44eYVdLqM8EHWGnNzOR9Kt,Pranaam,2019-07-31,Album,Single,[5wJ1H6ud777odtZl5gG507,61d8y45wk2tqiXKcebtev7]
2HLt7xsNOUeRNpZbFypZtY,Zindagi (From "Pranaam"),2019-07-29,Album,Single,[0E02VcvA5p1ndkLdqWD5JB,5wJ1H6ud777odtZl5gG507]
64q14txMzrwv4aYtDeujmg,Sirf Tu (From "Pranaam"),2019-07-24,Album,Single,[4IKVDbCSBTxBeAsMKjAuTs,5wJ1H6ud777odtZl5gG507]
1ncyKqyZae6DoyjYaV9LmS,Kaise Hua (From "Kabir Singh"),2019-06-13,Album,Single,[5wJ1H6ud777odtZl5gG507]
3T4nGBjzLyXUv0iXbcKBqY,Sajna Ve,2019-05-20,Album,Single,[5wJ1H6ud777odtZl5gG507,418X5slNWlJwym4x3Oq3Cs]
1nTgC3XPBNPB85A4hfPSJc,Main Taare ("From Notebook"),2019-03-18,Album,Single,[68ePdYvtRgq9CiPzv6fapI,5wJ1H6ud777odtZl5gG507]
6qzu3UKj5N4byp2xJ5A7T2,Notebook,2019-03-08,Album,Single,[5wJ1H6ud777odtZl5gG507]
477y2NsSoUbHzlEpr7TGM8,Laila (From "Notebook"),2019-03-07,Album,Single,[1OPqAyxsQc8mcRmoNBAnVk,5wJ1H6ud777odtZl5gG507]
2qwyw5UXajkrR5kNFPDozc,Nai Lagda (From "Notebook"),2019-02-28,Album,Single,[5wJ1H6ud777odtZl5gG507,1sVmXkzX2ukc6QvasrDBES]
2JtvSfIRPrCaTOlG6i511i,Takda Rava,2019,Album,Single,[5wJ1H6ud777odtZl5gG507]
0Yg8vzhzGcq5Vp4wHLecl3,5 Weddings,2018-10-23,Album,Single,[5wJ1H6ud777odtZl5gG507,5XNdEnoXYNrEm253PGukm3,4idw6PTdumnK6VUrUFaTw2]
4l1yOAvstFhNgqu2nxgNGA,Na Chah Ke Bhi (From "5 Weddings"),2018-09-15,Album,Single,[5wJ1H6ud777odtZl5gG507,26ks59eSno7UlPCdljHQoI]
6iJyvaWzlWRC3hav5oYPf8,F.U. - Friendship Unlimited - Affoo Khudaya,2017-05-22,Album,Single,[5wJ1H6ud777odtZl5gG507]
1cCDDIeqrBbpfwsvinf0GI,Dhuaan Dhuaan Hai Zindagi (From "The Dream Job"),2017-03-20,Album,Single,[5wJ1H6ud777odtZl5gG507]
0MA83jjtwJyFv9nwDEUL5B,Yaariyan Ye Teri Yaariyan (From "The Dream Job"),2017-03-20,Album,Single,[5wJ1H6ud777odtZl5gG507,7GX07oqBaDZsHfeu8bQfNi]
7IVZSm40luQFiP7XWaL43K,Devi (Original Motion Picture Soundtrack),2016-09-27,Album,Single,[3qdu3XhzSzkRhbwdFKnSuw,5wJ1H6ud777odtZl5gG507]
0Ja77AsHl7FrBW6r4eG3Yg,Abhinethri,2016-01-01,Album,Single,[5wJ1H6ud777odtZl5gG507]
71t8ET4M40jagPMwWtGDAd,Gbagada Express,2022-04-22,Album,Album,[4qYpTEJThZ8FC8KzyFrSWW]
7tFUesVQ7An8e5pEu7sPYv,Pioneers,2020-05-01,Album,Album,[5jypR313fdSfpa6y1GMLqZ,4qYpTEJThZ8FC8KzyFrSWW,6qgNjbWXJ9mbqKwznBLj5B]
25ReKrxbR8qbwhzO3LiU9A,Magic,2017-10-13,Album,Album,[4qYpTEJThZ8FC8KzyFrSWW]
3VeY3xflQgeLpyTvYiYUUM,#BOTM (Deluxe),2016-04-13,Album,Album,[4qYpTEJThZ8FC8KzyFrSWW]
3Q1bXPEph9Y2A6AOVe4Fal,#Botm,2014-03-05,Album,Album,[4qYpTEJThZ8FC8KzyFrSWW]
1KFwl72LOpq2UzOUUVxYrZ,See Me - A COLORS SHOW,2022-06-13,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
4RNLtG8d1fQp2yUTiVBS9a,In A Loop,2022-04-08,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,2hVWBpjLW4Q7fboYz2pVYK,30OlnKlh10yCfIuAWBmBkW]
20rCv5TASuxaLAgd8Icw1V,Culture,2022-03-11,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,3qEnCAnX23lvoxZYtBiPgL]
3ZSA6jbvKDGxYFuD5YBCYQ,Money & Laughter,2021-07-07,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,17AnjHQ3k75QgyzY97V15q]
5ejqcHAi2gDQPTdThabqfq,Emotions,2021-04-09,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
13TovkOEUipJg28uC4fS3T,Abracadabra (Remix),2020-11-20,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,1PyToLP6F2rzV0ZSR71lgl,5YqXgMhzkUnyjYQGgoIvoq]
1wqdPPUJJPcOxQ4lZvBJWT,Abracadabra (Remix),2020-09-25,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,4YLUMAgNyttwx4hUHgtBtR]
5XasIPDB4ageL0kjrEukzE,Abracadabra,2020-08-07,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,0Y3agQaa6g2r0YmHPOO9rh,4TAoP0f9OuWZUesao43xUW]
44wTk1P8gneHGVKFI5gRxS,Assignment,2020-03-27,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
1a6Ecjc8an6zkS1WtnEk0N,Next Gen,2020-01-30,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,5Req3092u4LKlAcv6kZALj]
7DrAPijhoId90XunG5KAMy,Make E No Cause Fight 2,2019-11-29,Album,Single,[36gl2NBJNRaQakdS4fTKGW,4qYpTEJThZ8FC8KzyFrSWW,2s187JqHC9kipPLBLWXubl]
59IN2r9UO3CUXGq0S5pVDb,No Waste Time,2019-10-22,Album,Single,[7ACLUXo71FsLZaKMOPDnEJ,4qYpTEJThZ8FC8KzyFrSWW]
0bliq9zvsEHViZ3TOBjFQV,Your Love (Mogbe),2019-09-26,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,54okxCS1Qi7TsWHymlwdYy]
2n1pQwWxBQ2ElbgNcQv6Jb,She Likes,2019-08-23,Album,Single,[47RjncLoPKJwJD9vsIkP0a,4qYpTEJThZ8FC8KzyFrSWW]
28ge1MvHcHgQ6lkNZD1gRm,Awolowo (Remix),2019-06-14,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,2s187JqHC9kipPLBLWXubl,5zqRdlPXeCIuxgaPimSKXj]
0EZo72Zkw1Na0UN3kx4z8L,Obe,2019-01-25,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,3ukrG1BmfEiuo0KDj8YTTS]
5UrqvYi01zflpnRVv88z1k,Like To Party,2018-10-26,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW,2p1fiYHYiXz9qi0JJyxBzN,6qgNjbWXJ9mbqKwznBLj5B]
4dGb1HVLlrDSsm7CUuVVuY,Bill Up,2018-08-10,Album,Single,[4qYpTEJThZ8FC8KzyFrSWW]
6MpKNL8E3hEPnsN1u2Y9Ik,Make E No Cause Fight,2018-05-18,Album,Single,[36gl2NBJNRaQakdS4fTKGW,4qYpTEJThZ8FC8KzyFrSWW]
