ID,name,followers,popularity,genres
7frYUe4C7A42uZqCzD34Y4,Sultaan,183831,57,[punjabi hip hop,punjabi pop]
6acbdy69rtlv8m9EW31MYl,Phyno,304617,47,[afro dancehall,afropop,azontobeats,igbo pop,igbo rap,nigerian hip hop,nigerian pop]
72578usTM6Cj5qWsi471Nc,Raghu Dixit,523795,54,[filmi,indian folk,indian rock,kannada pop]
4rK6HLvoZhLFUTcUhG9WfC,Deacon,8818,31,[]
6iv4lysB1yHXoZJ2gfqTdh,Shashwat Singh,2943,59,[indian fusion]
7b6Ui7JVaBDEfZB9k6nHL0,The Local Train,1042409,56,[assamese pop,desi hip hop,desi pop,filmi,hindi indie,indian indie,indian rock,new delhi indie]
5wJ1H6ud777odtZl5gG507,Vishal Mishra,764213,69,[desi pop,modern bollywood]
4qYpTEJThZ8FC8KzyFrSWW,Boj,83175,55,[afro dancehall,afropop,alte,azontobeats,nigerian pop]
1AavJbrmyu2LqJRUmR05RY,Ocean Sounds Collection,3454,53,[environmental,sleep]
7rVV9d6vc4FLT752uRuk71,Arivu,70558,55,[desi hip hop,tamil pop]
0n4a5imdLBN24fIrBWoqrv,Because,554200,60,[opm,pinoy hip hop,pinoy r&b,pinoy trap,tagalog rap]
4gdMJYnopf2nEUcanAwstx,Anuv Jain,398490,66,[hindi indie,indian indie,indian singer-songwriter]
3r0NbTTxtCBUyxcIR4prXr,Jr Crown,110765,50,[opm,pinoy hip hop,tagalog rap]
25A5LqeSK0yH4ks5fGxbI2,Sava,1954,48,[]
6xNUn9epduXbZmCgsxutSx,BM X MINI,3341,48,[uk drill]
2KewEocognk3bL1lQZe45G,C2d,26654,50,[pluggnb]
5FWTu1MZdB5fjKif2rZldJ,Easy Star All-Stars,132194,46,[dub,reggae,reggae cover,roots reggae]
6Hs8U0JO2nacXFG4kp15Co,Chico Trujillo,224498,53,[chicha,chilean rock,cumbia chilena,latin alternative,latin rock]
06s35sbFfZJUEwFjAaZfiW,Cookin Soul,125801,56,[alternative hip hop,boom bap espanol,trap latino]
7e3BSeFzlCGyAdbsUbgUaD,Damián Córdoba,446415,53,[cuarteto]
0bYQe0JDIjxkSHQoXlfngl,ACRU,305086,52,[argentine hip hop,bases de freestyle,rap underground espanol]
3XBw8ImFEo86mEB2dYh0vS,Zoe Gotusso,86626,54,[argentine indie,pop argentino]
6kPvFQoD8mzPv5IkOV8PUi,DJ Roma Oficial,10735,53,[]
5CA5IqbsFr4hpNLdjgO0BU,DJ Tao,237003,62,[cumbia 420]
7dlkBH23ERFXxuNoMHq94Y,Q' Lokura,420034,66,[]
5AmJYBIvICxss43P05MkU8,La Ross Maria,182725,52,[dominican pop]
0cmBbO2sr4w0rRGt3rKvs6,Mad Caddies,130879,44,[modern ska punk,punk,ska,ska punk,skate punk]
05lGoXu9JR7S0vzqUhVCsQ,David Nathan,6291,57,[hoerspiel]
6zn86iqNCkQZqsBvEv6oBO,Ritter Rost,16235,48,[kindermusik,kleine hoerspiel]
7If8DXZN7mlGdQkLE2FaMo,The Gaslight Anthem,324080,55,[heartland rock,new jersey hardcore,new jersey indie,new jersey punk]
05ndiewdJogtosuRWN8iwF,Adaro,52745,50,[classic hardstyle,euphoric hardstyle,hardstyle,rawstyle]
04M031J6AL6BMAl8mRYxHy,Jeaw,11301,42,[deep german hip hop]
185m2EJWTIm36MdqguiU8T,Freischwimmer,10627,47,[german dance,slap house]
0cuXND9aMsZhko0y3w8uxw,Vincent Lee,19486,49,[]
5yNlFmp5vESd61p6Ob3Qzo,Lary,20130,48,[german pop]
1udPbK2uKdBxyEfBpTl1mm,Die Flohtöne,240,46,[]
5hNRMsMMDlMIvEwu4UvjQO,Sinan-G,77174,46,[]
1HORQCHE3Q4m0tAKiRsIAB,Antilopen Gang,129707,50,[antideutsche,german alternative rap]
3TqfPVt0HX8GCzNOOjDcum,Sun Diego,188448,53,[deep german hip hop,german hip hop]
3ovjYwwSGHLzEkRswfpxmb,Die Lochis,223724,42,[]
2b6Cbp1cgD0hwisrGbKsZJ,Freedo,1710,46,[]
4sOLJi96MhdlMv5Iz9YZT9,Sean Koch,49110,49,[south african alternative,south african pop,south african rock]
3JE0uoggWwwYG6rSSJk0HN,FIL BO RIVA,119110,50,[german indie]
2OUL2T3SNcApUdrOOXjY9g,Florian Lamp,907,42,[kleine hoerspiel]
3ygqQTBSK8J8EcverijxFD,Sabine Städing,19424,50,[kleine hoerspiel,lesen]
2IP71LH7CbwddhsEXBI0fy,1991,29656,51,[bass house,dancefloor dnb,drum and bass]
5PQVAGtwANqHreEKQJthOU,negatiiv OG,80391,52,[german alternative rap,german cloud rap,german hip hop,german trap]
1ZHJdXXtKnmUh2qRN4LmbS,Ben Zucker,320209,54,[german pop,german rock,schlager]
74pYbw2hCJjXyYitTfyT9F,NARU,16203,40,[german hip hop,german trap]
0nSloWzkGWXwj1v8nOI0Ma,Teesy,49769,46,[german pop,german r&b]
74yjU6gHx05PeHAokao6DS,NUGAT,24881,49,[german hip hop,german trap]
2IjiuEObrCKyZvSb8xLxG9,filous,116384,55,[deep tropical house,tropical house]
0n1kV1G3NQrfuLGJosIGxb,Longus Mongus,76795,65,[german hip hop,german trap]
41LLNWUptvfbQ9Q7oCefmg,Genetikk,469110,61,[christlicher rap,deep german hip hop,german hip hop]
0lFLP59V4TY3XgnrkFIwxK,Katja Krasavice,378845,54,[frauenrap,german hip hop,german pop,german viral rap]
0a7ReNgiORz9sEajzbbmqw,Spirit,13297,46,[kleine hoerspiel]
4R0FKprdEeUIbzAwhrYTv2,Elias,153455,49,[german hip hop,german trap]
4A7HeXSd4HtQuf6IR5XZ1b,Fero47,415457,51,[german hip hop]
6wlk4iqaEgEvADMVG6QMd8,James Gillespie,72708,54,[uk pop]
5cL7VO0XEyVE16PDCrkZ5V,Rain Sounds Nature Collection,1043,45,[sound]
6awzBEyEEwWHOjLox1DkLr,Girl Talk,194973,51,[mashup,pittsburgh indie]
0tTLmQvo0tn8vYlpJpA2no,Thirsty Merc,81540,48,[australian pop,australian rock,pop rock]
